CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
435,ACT2,SEC206,3,3
436,ACT1,SEC431,1,1
436,ACT4,SEC127,2,2
436,ACT1,SEC228,3,3
437,ACT3,SEC355,1,1
437,ACT5,SEC449,2,2
438,ACT4,SEC50,1,1
439,ACT2,SEC237,1,1
439,ACT3,SEC136,2,2
440,ACT4,SEC255,1,1
440,ACT1,SEC366,2,2
440,ACT2,SEC323,3,3
441,ACT2,SEC158,1,1
441,ACT2,SEC489,2,2
441,ACT1,SEC492,3,3
442,ACT2,SEC66,1,1
442,ACT2,SEC454,2,2
442,ACT4,SEC286,3,3
443,ACT1,SEC45,1,1
444,ACT1,SEC394,1,1
444,ACT4,SEC384,2,2
445,ACT2,SEC47,1,1
445,ACT4,SEC396,2,2
446,ACT1,SEC304,1,1
447,ACT3,SEC466,1,1
448,ACT3,SEC355,1,1
448,ACT3,SEC14,2,2
448,ACT3,SEC361,3,3
449,ACT5,SEC499,1,1
449,ACT5,SEC81,2,2
449,ACT3,SEC50,3,3
450,ACT5,SEC488,1,1
450,ACT2,SEC412,2,2
450,ACT4,SEC416,3,3
451,ACT3,SEC158,1,1
452,ACT3,SEC396,1,1
452,ACT1,SEC356,2,2
453,ACT1,SEC311,1,1
453,ACT2,SEC304,2,2
453,ACT3,SEC187,3,3
454,ACT4,SEC71,1,1
454,ACT3,SEC442,2,2
455,ACT5,SEC87,1,1
456,ACT3,SEC292,1,1
456,ACT4,SEC46,2,2
456,ACT1,SEC206,3,3
457,ACT5,SEC443,1,1
457,ACT2,SEC427,2,2
457,ACT2,SEC46,3,3
458,ACT4,SEC188,1,1
458,ACT3,SEC499,2,2
459,ACT1,SEC458,1,1
459,ACT5,SEC3,2,2
459,ACT3,SEC310,3,3
460,ACT5,SEC265,1,1
460,ACT1,SEC247,2,2
461,ACT4,SEC325,1,1
462,ACT3,SEC154,1,1
462,ACT2,SEC29,2,2
463,ACT1,SEC260,1,1
463,ACT4,SEC144,2,2
463,ACT2,SEC485,3,3
464,ACT2,SEC173,1,1
465,ACT2,SEC439,1,1
465,ACT5,SEC346,2,2
465,ACT4,SEC305,3,3
466,ACT2,SEC24,1,1
466,ACT2,SEC226,2,2
467,ACT2,SEC208,1,1
468,ACT5,SEC82,1,1
468,ACT5,SEC8,2,2
468,ACT1,SEC331,3,3
469,ACT3,SEC233,1,1
470,ACT4,SEC254,1,1
470,ACT1,SEC55,2,2
470,ACT4,SEC312,3,3
471,ACT3,SEC424,1,1
471,ACT1,SEC55,2,2
472,ACT1,SEC3,1,1
472,ACT5,SEC83,2,2
473,ACT5,SEC469,1,1
473,ACT2,SEC112,2,2
473,ACT2,SEC321,3,3
474,ACT4,SEC92,1,1
474,ACT5,SEC160,2,2
474,ACT1,SEC37,3,3
475,ACT4,SEC357,1,1
475,ACT5,SEC70,2,2
475,ACT3,SEC385,3,3
476,ACT4,SEC416,1,1
476,ACT5,SEC384,2,2
476,ACT2,SEC61,3,3
477,ACT3,SEC483,1,1
477,ACT4,SEC107,2,2
477,ACT4,SEC421,3,3
478,ACT3,SEC389,1,1
478,ACT4,SEC410,2,2
478,ACT1,SEC240,3,3
479,ACT5,SEC215,1,1
479,ACT5,SEC199,2,2
480,ACT1,SEC242,1,1
481,ACT5,SEC40,1,1
481,ACT2,SEC39,2,2
481,ACT3,SEC59,3,3
482,ACT5,SEC24,1,1
482,ACT2,SEC137,2,2
483,ACT1,SEC42,1,1
484,ACT4,SEC48,1,1
484,ACT1,SEC488,2,2
484,ACT3,SEC205,3,3
485,ACT5,SEC162,1,1
485,ACT4,SEC55,2,2
486,ACT3,SEC301,1,1
486,ACT5,SEC211,2,2
487,ACT3,SEC437,1,1
487,ACT4,SEC278,2,2
488,ACT5,SEC20,1,1
488,ACT4,SEC377,2,2
489,ACT5,SEC196,1,1
489,ACT2,SEC25,2,2
490,ACT1,SEC485,1,1
490,ACT2,SEC57,2,2
491,ACT4,SEC296,1,1
491,ACT5,SEC467,2,2
492,ACT3,SEC48,1,1
492,ACT1,SEC188,2,2
493,ACT4,SEC364,1,1
493,ACT2,SEC224,2,2
493,ACT4,SEC35,3,3
494,ACT4,SEC316,1,1
494,ACT1,SEC154,2,2
495,ACT1,SEC492,1,1
495,ACT3,SEC136,2,2
496,ACT1,SEC444,1,1
496,ACT3,SEC34,2,2
496,ACT1,SEC376,3,3
497,ACT4,SEC363,1,1
497,ACT1,SEC363,2,2
498,ACT4,SEC66,1,1
498,ACT4,SEC349,2,2
499,ACT1,SEC246,1,1
499,ACT4,SEC385,2,2
500,ACT1,SEC394,1,1
500,ACT1,SEC304,2,2
500,ACT1,SEC290,3,3
501,ACT2,SEC479,1,1
501,ACT2,SEC5,2,2
502,ACT3,SEC174,1,1
502,ACT5,SEC462,2,2
502,ACT2,SEC213,3,3
503,ACT2,SEC97,1,1
504,ACT3,SEC212,1,1
505,ACT2,SEC389,1,1
506,ACT1,SEC330,1,1
506,ACT3,SEC447,2,2
506,ACT3,SEC272,3,3
507,ACT4,SEC16,1,1
508,ACT3,SEC477,1,1
508,ACT5,SEC378,2,2
508,ACT4,SEC191,3,3
509,ACT1,SEC424,1,1
510,ACT2,SEC298,1,1
511,ACT5,SEC471,1,1
511,ACT1,SEC489,2,2
511,ACT5,SEC322,3,3
512,ACT1,SEC464,1,1
513,ACT2,SEC23,1,1
514,ACT3,SEC486,1,1
515,ACT4,SEC100,1,1
516,ACT1,SEC278,1,1
516,ACT4,SEC477,2,2
516,ACT1,SEC165,3,3
517,ACT1,SEC465,1,1
517,ACT2,SEC288,2,2
518,ACT1,SEC191,1,1
518,ACT5,SEC288,2,2
519,ACT4,SEC212,1,1
520,ACT4,SEC301,1,1
520,ACT5,SEC286,2,2
520,ACT2,SEC23,3,3
521,ACT2,SEC350,1,1
522,ACT1,SEC260,1,1
522,ACT3,SEC383,2,2
522,ACT4,SEC309,3,3
523,ACT5,SEC351,1,1
523,ACT5,SEC222,2,2
524,ACT5,SEC435,1,1
524,ACT2,SEC410,2,2
524,ACT5,SEC372,3,3
525,ACT1,SEC199,1,1
526,ACT1,SEC491,1,1
526,ACT3,SEC455,2,2
527,ACT3,SEC446,1,1
527,ACT3,SEC228,2,2
527,ACT2,SEC444,3,3
528,ACT4,SEC190,1,1
528,ACT2,SEC408,2,2
528,ACT1,SEC54,3,3
529,ACT5,SEC245,1,1
529,ACT1,SEC100,2,2
529,ACT5,SEC235,3,3
530,ACT3,SEC14,1,1
531,ACT3,SEC277,1,1
531,ACT4,SEC218,2,2
532,ACT4,SEC147,1,1
532,ACT4,SEC393,2,2
533,ACT3,SEC214,1,1
533,ACT3,SEC320,2,2
533,ACT3,SEC124,3,3
534,ACT4,SEC252,1,1
535,ACT4,SEC154,1,1
535,ACT1,SEC120,2,2
536,ACT5,SEC184,1,1
536,ACT2,SEC208,2,2
537,ACT2,SEC316,1,1
538,ACT4,SEC193,1,1
539,ACT4,SEC76,1,1
539,ACT4,SEC245,2,2
540,ACT5,SEC202,1,1
540,ACT5,SEC180,2,2
540,ACT3,SEC110,3,3
541,ACT2,SEC315,1,1
541,ACT5,SEC209,2,2
542,ACT1,SEC379,1,1
542,ACT3,SEC372,2,2
542,ACT2,SEC265,3,3
543,ACT4,SEC394,1,1
543,ACT2,SEC77,2,2
544,ACT2,SEC425,1,1
545,ACT5,SEC423,1,1
545,ACT3,SEC375,2,2
545,ACT5,SEC119,3,3
546,ACT2,SEC8,1,1
547,ACT1,SEC47,1,1
547,ACT3,SEC310,2,2
548,ACT3,SEC111,1,1
549,ACT2,SEC45,1,1
550,ACT4,SEC183,1,1
551,ACT1,SEC457,1,1
551,ACT1,SEC15,2,2
552,ACT5,SEC136,1,1
552,ACT3,SEC153,2,2
553,ACT5,SEC40,1,1
553,ACT4,SEC37,2,2
554,ACT4,SEC371,1,1
555,ACT4,SEC204,1,1
555,ACT4,SEC76,2,2
555,ACT1,SEC266,3,3
556,ACT5,SEC366,1,1
557,ACT1,SEC373,1,1
557,ACT2,SEC494,2,2
558,ACT2,SEC253,1,1
559,ACT4,SEC195,1,1
560,ACT1,SEC72,1,1
561,ACT5,SEC379,1,1
562,ACT3,SEC151,1,1
563,ACT4,SEC304,1,1
564,ACT5,SEC278,1,1
565,ACT3,SEC419,1,1
565,ACT5,SEC489,2,2
566,ACT5,SEC268,1,1
566,ACT3,SEC489,2,2
566,ACT3,SEC107,3,3
567,ACT2,SEC408,1,1
568,ACT2,SEC318,1,1
568,ACT1,SEC474,2,2
569,ACT5,SEC397,1,1
569,ACT4,SEC410,2,2
569,ACT5,SEC292,3,3
570,ACT3,SEC393,1,1
570,ACT4,SEC43,2,2
571,ACT2,SEC456,1,1
571,ACT4,SEC497,2,2
571,ACT4,SEC446,3,3
572,ACT1,SEC253,1,1
572,ACT2,SEC121,2,2
572,ACT5,SEC176,3,3
573,ACT4,SEC448,1,1
573,ACT1,SEC363,2,2
574,ACT4,SEC340,1,1
574,ACT1,SEC355,2,2
575,ACT3,SEC258,1,1
576,ACT3,SEC119,1,1
577,ACT5,SEC469,1,1
577,ACT2,SEC148,2,2
578,ACT5,SEC291,1,1
579,ACT1,SEC11,1,1
579,ACT4,SEC161,2,2
580,ACT4,SEC450,1,1
580,ACT5,SEC68,2,2
580,ACT1,SEC75,3,3
581,ACT4,SEC151,1,1
582,ACT5,SEC92,1,1
583,ACT3,SEC360,1,1
583,ACT4,SEC220,2,2
584,ACT5,SEC151,1,1
584,ACT1,SEC225,2,2
585,ACT2,SEC453,1,1
586,ACT4,SEC207,1,1
587,ACT5,SEC388,1,1
587,ACT4,SEC386,2,2
587,ACT1,SEC172,3,3
588,ACT5,SEC295,1,1
589,ACT1,SEC124,1,1
589,ACT2,SEC341,2,2
589,ACT5,SEC27,3,3
590,ACT5,SEC52,1,1
590,ACT3,SEC322,2,2
590,ACT2,SEC208,3,3
591,ACT5,SEC470,1,1
591,ACT5,SEC65,2,2
592,ACT3,SEC198,1,1
592,ACT1,SEC287,2,2
593,ACT1,SEC41,1,1
593,ACT3,SEC384,2,2
594,ACT3,SEC151,1,1
594,ACT1,SEC93,2,2
595,ACT3,SEC98,1,1
596,ACT5,SEC285,1,1
596,ACT5,SEC142,2,2
596,ACT3,SEC327,3,3
597,ACT3,SEC89,1,1
597,ACT1,SEC95,2,2
597,ACT3,SEC241,3,3
598,ACT2,SEC353,1,1
599,ACT2,SEC220,1,1
600,ACT3,SEC342,1,1
601,ACT1,SEC32,1,1
602,ACT4,SEC330,1,1
603,ACT5,SEC218,1,1
603,ACT4,SEC110,2,2
604,ACT5,SEC333,1,1
605,ACT2,SEC12,1,1
606,ACT5,SEC178,1,1
607,ACT2,SEC85,1,1
607,ACT3,SEC500,2,2
607,ACT5,SEC435,3,3
608,ACT1,SEC278,1,1
609,ACT1,SEC313,1,1
609,ACT2,SEC444,2,2
609,ACT1,SEC205,3,3
610,ACT5,SEC499,1,1
610,ACT4,SEC70,2,2
610,ACT4,SEC373,3,3
611,ACT3,SEC309,1,1
611,ACT4,SEC3,2,2
611,ACT4,SEC348,3,3
612,ACT1,SEC425,1,1
612,ACT4,SEC475,2,2
613,ACT1,SEC356,1,1
613,ACT2,SEC21,2,2
614,ACT5,SEC319,1,1
614,ACT4,SEC48,2,2
615,ACT4,SEC319,1,1
615,ACT2,SEC105,2,2
615,ACT3,SEC224,3,3
616,ACT5,SEC418,1,1
616,ACT5,SEC172,2,2
616,ACT3,SEC4,3,3
617,ACT3,SEC258,1,1
617,ACT1,SEC192,2,2
617,ACT2,SEC451,3,3
618,ACT1,SEC414,1,1
619,ACT3,SEC354,1,1
619,ACT1,SEC242,2,2
620,ACT3,SEC78,1,1
620,ACT1,SEC416,2,2
620,ACT3,SEC449,3,3
621,ACT1,SEC69,1,1
621,ACT1,SEC368,2,2
622,ACT2,SEC24,1,1
622,ACT2,SEC9,2,2
622,ACT4,SEC112,3,3
623,ACT2,SEC497,1,1
623,ACT4,SEC105,2,2
624,ACT5,SEC293,1,1
625,ACT3,SEC290,1,1
625,ACT4,SEC219,2,2
626,ACT2,SEC99,1,1
626,ACT4,SEC411,2,2
627,ACT4,SEC167,1,1
627,ACT1,SEC271,2,2
628,ACT3,SEC10,1,1
628,ACT3,SEC407,2,2
629,ACT3,SEC182,1,1
629,ACT3,SEC445,2,2
630,ACT2,SEC376,1,1
631,ACT3,SEC312,1,1
631,ACT4,SEC331,2,2
632,ACT1,SEC376,1,1
632,ACT1,SEC433,2,2
632,ACT4,SEC176,3,3
633,ACT1,SEC329,1,1
634,ACT1,SEC150,1,1
634,ACT2,SEC135,2,2
634,ACT2,SEC69,3,3
635,ACT1,SEC486,1,1
635,ACT4,SEC191,2,2
635,ACT4,SEC149,3,3
636,ACT5,SEC96,1,1
636,ACT1,SEC152,2,2
637,ACT4,SEC476,1,1
637,ACT4,SEC152,2,2
637,ACT2,SEC246,3,3
638,ACT5,SEC210,1,1
638,ACT5,SEC488,2,2
638,ACT5,SEC294,3,3
639,ACT4,SEC431,1,1
640,ACT4,SEC300,1,1
641,ACT2,SEC234,1,1
641,ACT1,SEC215,2,2
642,ACT5,SEC65,1,1
642,ACT3,SEC314,2,2
643,ACT3,SEC27,1,1
643,ACT5,SEC55,2,2
643,ACT3,SEC188,3,3
644,ACT3,SEC284,1,1
645,ACT5,SEC244,1,1
645,ACT3,SEC26,2,2
645,ACT4,SEC142,3,3
646,ACT3,SEC374,1,1
647,ACT4,SEC144,1,1
647,ACT1,SEC219,2,2
648,ACT4,SEC405,1,1
648,ACT1,SEC453,2,2
648,ACT2,SEC87,3,3
649,ACT5,SEC206,1,1
649,ACT1,SEC89,2,2
650,ACT2,SEC435,1,1
651,ACT2,SEC137,1,1
652,ACT2,SEC40,1,1
652,ACT5,SEC45,2,2
652,ACT1,SEC194,3,3
653,ACT5,SEC241,1,1
654,ACT4,SEC210,1,1
654,ACT2,SEC134,2,2
655,ACT1,SEC72,1,1
656,ACT1,SEC29,1,1
656,ACT5,SEC356,2,2
656,ACT5,SEC398,3,3
657,ACT4,SEC14,1,1
657,ACT1,SEC155,2,2
657,ACT3,SEC250,3,3
658,ACT1,SEC11,1,1
658,ACT4,SEC167,2,2
658,ACT4,SEC58,3,3
659,ACT1,SEC372,1,1
659,ACT3,SEC394,2,2
660,ACT1,SEC132,1,1
660,ACT5,SEC475,2,2
661,ACT2,SEC355,1,1
662,ACT1,SEC369,1,1
662,ACT4,SEC69,2,2
663,ACT1,SEC412,1,1
663,ACT2,SEC65,2,2
664,ACT5,SEC475,1,1
664,ACT1,SEC424,2,2
665,ACT4,SEC398,1,1
665,ACT5,SEC27,2,2
666,ACT3,SEC347,1,1
667,ACT3,SEC456,1,1
668,ACT2,SEC490,1,1
668,ACT3,SEC243,2,2
669,ACT4,SEC269,1,1
669,ACT1,SEC333,2,2
669,ACT5,SEC489,3,3
670,ACT5,SEC176,1,1
671,ACT3,SEC416,1,1
672,ACT3,SEC415,1,1
672,ACT3,SEC290,2,2
673,ACT4,SEC200,1,1
673,ACT3,SEC288,2,2
674,ACT5,SEC412,1,1
675,ACT5,SEC86,1,1
675,ACT2,SEC274,2,2
676,ACT1,SEC105,1,1
676,ACT4,SEC368,2,2
677,ACT2,SEC95,1,1
677,ACT2,SEC291,2,2
678,ACT4,SEC408,1,1
678,ACT3,SEC156,2,2
679,ACT5,SEC324,1,1
680,ACT4,SEC66,1,1
680,ACT3,SEC400,2,2
681,ACT2,SEC40,1,1
681,ACT5,SEC64,2,2
681,ACT5,SEC392,3,3
682,ACT1,SEC72,1,1
682,ACT1,SEC497,2,2
682,ACT2,SEC283,3,3
683,ACT5,SEC243,1,1
683,ACT1,SEC444,2,2
683,ACT2,SEC167,3,3
684,ACT3,SEC369,1,1
685,ACT3,SEC7,1,1
685,ACT5,SEC491,2,2
685,ACT3,SEC74,3,3
686,ACT2,SEC350,1,1
686,ACT3,SEC260,2,2
686,ACT2,SEC283,3,3
687,ACT4,SEC491,1,1
687,ACT2,SEC201,2,2
687,ACT5,SEC282,3,3
688,ACT3,SEC282,1,1
688,ACT5,SEC265,2,2
688,ACT2,SEC412,3,3
689,ACT4,SEC95,1,1
689,ACT4,SEC287,2,2
689,ACT3,SEC339,3,3
690,ACT2,SEC452,1,1
690,ACT5,SEC36,2,2
691,ACT2,SEC290,1,1
692,ACT3,SEC240,1,1
692,ACT4,SEC315,2,2
692,ACT5,SEC256,3,3
693,ACT4,SEC358,1,1
694,ACT1,SEC387,1,1
694,ACT1,SEC211,2,2
695,ACT4,SEC60,1,1
695,ACT3,SEC141,2,2
696,ACT3,SEC197,1,1
697,ACT2,SEC181,1,1
698,ACT1,SEC177,1,1
699,ACT3,SEC161,1,1
700,ACT4,SEC177,1,1
701,ACT1,SEC415,1,1
701,ACT2,SEC44,2,2
702,ACT1,SEC318,1,1
702,ACT2,SEC386,2,2
702,ACT4,SEC324,3,3
703,ACT5,SEC472,1,1
703,ACT1,SEC164,2,2
703,ACT3,SEC447,3,3
704,ACT3,SEC324,1,1
705,ACT2,SEC406,1,1
706,ACT4,SEC470,1,1
706,ACT3,SEC130,2,2
706,ACT5,SEC320,3,3
707,ACT5,SEC9,1,1
707,ACT1,SEC218,2,2
707,ACT4,SEC201,3,3
708,ACT5,SEC262,1,1
708,ACT4,SEC189,2,2
708,ACT1,SEC14,3,3
709,ACT4,SEC417,1,1
709,ACT1,SEC53,2,2
709,ACT4,SEC281,3,3
710,ACT4,SEC11,1,1
711,ACT3,SEC353,1,1
712,ACT1,SEC289,1,1
713,ACT5,SEC25,1,1
713,ACT2,SEC57,2,2
714,ACT5,SEC224,1,1
714,ACT4,SEC35,2,2
714,ACT1,SEC411,3,3
715,ACT2,SEC478,1,1
715,ACT5,SEC294,2,2
716,ACT3,SEC259,1,1
716,ACT1,SEC395,2,2
716,ACT1,SEC152,3,3
717,ACT1,SEC192,1,1
717,ACT5,SEC207,2,2
717,ACT5,SEC245,3,3
718,ACT5,SEC94,1,1
718,ACT3,SEC276,2,2
719,ACT4,SEC223,1,1
720,ACT2,SEC308,1,1
721,ACT1,SEC79,1,1
721,ACT3,SEC8,2,2
721,ACT4,SEC289,3,3
722,ACT5,SEC211,1,1
722,ACT1,SEC211,2,2
723,ACT1,SEC19,1,1
723,ACT2,SEC192,2,2
724,ACT1,SEC37,1,1
725,ACT3,SEC346,1,1
726,ACT5,SEC99,1,1
726,ACT5,SEC3,2,2
726,ACT4,SEC54,3,3
727,ACT2,SEC133,1,1
727,ACT2,SEC285,2,2
727,ACT3,SEC271,3,3
728,ACT3,SEC214,1,1
729,ACT2,SEC357,1,1
729,ACT4,SEC429,2,2
729,ACT5,SEC489,3,3
730,ACT3,SEC287,1,1
730,ACT2,SEC201,2,2
730,ACT5,SEC183,3,3
731,ACT2,SEC153,1,1
731,ACT1,SEC249,2,2
731,ACT4,SEC242,3,3
732,ACT3,SEC74,1,1
732,ACT2,SEC145,2,2
733,ACT3,SEC73,1,1
733,ACT2,SEC464,2,2
733,ACT1,SEC182,3,3
734,ACT3,SEC434,1,1
734,ACT1,SEC245,2,2
734,ACT5,SEC125,3,3
735,ACT2,SEC462,1,1
735,ACT4,SEC177,2,2
735,ACT4,SEC360,3,3
736,ACT3,SEC291,1,1
736,ACT3,SEC181,2,2
736,ACT4,SEC405,3,3
737,ACT4,SEC351,1,1
737,ACT1,SEC239,2,2
737,ACT4,SEC43,3,3
738,ACT1,SEC313,1,1
738,ACT1,SEC370,2,2
738,ACT5,SEC469,3,3
739,ACT1,SEC379,1,1
739,ACT3,SEC173,2,2
739,ACT3,SEC326,3,3
740,ACT2,SEC163,1,1
740,ACT3,SEC458,2,2
740,ACT1,SEC422,3,3
741,ACT2,SEC115,1,1
741,ACT2,SEC370,2,2
742,ACT4,SEC93,1,1
742,ACT4,SEC17,2,2
742,ACT4,SEC45,3,3
743,ACT5,SEC392,1,1
743,ACT3,SEC442,2,2
743,ACT5,SEC142,3,3
744,ACT3,SEC480,1,1
745,ACT5,SEC295,1,1
746,ACT1,SEC290,1,1
746,ACT3,SEC9,2,2
747,ACT2,SEC106,1,1
748,ACT3,SEC148,1,1
748,ACT3,SEC439,2,2
748,ACT4,SEC485,3,3
749,ACT3,SEC487,1,1
749,ACT3,SEC220,2,2
750,ACT1,SEC195,1,1
750,ACT4,SEC14,2,2
750,ACT3,SEC327,3,3
751,ACT4,SEC216,1,1
751,ACT3,SEC402,2,2
751,ACT4,SEC105,3,3
752,ACT2,SEC405,1,1
753,ACT1,SEC101,1,1
754,ACT3,SEC305,1,1
754,ACT2,SEC189,2,2
755,ACT2,SEC54,1,1
756,ACT4,SEC216,1,1
757,ACT3,SEC61,1,1
757,ACT4,SEC367,2,2
757,ACT5,SEC222,3,3
758,ACT4,SEC140,1,1
758,ACT4,SEC297,2,2
759,ACT2,SEC335,1,1
759,ACT1,SEC272,2,2
759,ACT2,SEC269,3,3
760,ACT2,SEC76,1,1
760,ACT1,SEC179,2,2
761,ACT2,SEC60,1,1
762,ACT2,SEC494,1,1
762,ACT2,SEC78,2,2
762,ACT3,SEC281,3,3
763,ACT2,SEC90,1,1
763,ACT3,SEC156,2,2
763,ACT2,SEC203,3,3
764,ACT5,SEC463,1,1
764,ACT5,SEC97,2,2
765,ACT4,SEC403,1,1
765,ACT2,SEC223,2,2
765,ACT5,SEC494,3,3
766,ACT1,SEC300,1,1
766,ACT4,SEC481,2,2
767,ACT1,SEC466,1,1
767,ACT4,SEC292,2,2
767,ACT3,SEC142,3,3
768,ACT3,SEC185,1,1
768,ACT2,SEC37,2,2
769,ACT3,SEC296,1,1
769,ACT1,SEC327,2,2
769,ACT5,SEC376,3,3
770,ACT4,SEC25,1,1
771,ACT4,SEC151,1,1
771,ACT5,SEC54,2,2
772,ACT5,SEC198,1,1
772,ACT5,SEC500,2,2
773,ACT4,SEC229,1,1
774,ACT3,SEC111,1,1
775,ACT5,SEC251,1,1
775,ACT3,SEC479,2,2
775,ACT2,SEC8,3,3
776,ACT2,SEC456,1,1
777,ACT5,SEC119,1,1
777,ACT3,SEC11,2,2
778,ACT4,SEC100,1,1
778,ACT5,SEC229,2,2
779,ACT1,SEC167,1,1
779,ACT1,SEC467,2,2
780,ACT3,SEC398,1,1
780,ACT3,SEC216,2,2
781,ACT3,SEC218,1,1
781,ACT1,SEC415,2,2
782,ACT5,SEC421,1,1
782,ACT5,SEC345,2,2
783,ACT2,SEC203,1,1
784,ACT3,SEC145,1,1
785,ACT1,SEC135,1,1
786,ACT2,SEC87,1,1
786,ACT2,SEC190,2,2
786,ACT5,SEC388,3,3
787,ACT5,SEC142,1,1
788,ACT2,SEC334,1,1
789,ACT5,SEC500,1,1
789,ACT3,SEC123,2,2
790,ACT2,SEC463,1,1
791,ACT4,SEC51,1,1
791,ACT3,SEC336,2,2
792,ACT5,SEC232,1,1
792,ACT1,SEC259,2,2
793,ACT5,SEC108,1,1
793,ACT4,SEC67,2,2
793,ACT1,SEC183,3,3
794,ACT4,SEC128,1,1
794,ACT1,SEC130,2,2
794,ACT2,SEC359,3,3
795,ACT2,SEC190,1,1
795,ACT1,SEC249,2,2
796,ACT5,SEC7,1,1
796,ACT3,SEC225,2,2
796,ACT2,SEC429,3,3
797,ACT5,SEC169,1,1
797,ACT2,SEC276,2,2
798,ACT4,SEC199,1,1
798,ACT2,SEC147,2,2
799,ACT1,SEC88,1,1
800,ACT3,SEC48,1,1
800,ACT2,SEC452,2,2
801,ACT3,SEC341,1,1
801,ACT1,SEC386,2,2
801,ACT4,SEC144,3,3
802,ACT5,SEC457,1,1
803,ACT4,SEC405,1,1
804,ACT5,SEC192,1,1
804,ACT5,SEC216,2,2
804,ACT4,SEC359,3,3
805,ACT3,SEC444,1,1
805,ACT2,SEC50,2,2
806,ACT3,SEC325,1,1
806,ACT1,SEC245,2,2
807,ACT1,SEC281,1,1
807,ACT3,SEC77,2,2
807,ACT5,SEC186,3,3
808,ACT2,SEC60,1,1
808,ACT4,SEC307,2,2
808,ACT5,SEC471,3,3
809,ACT5,SEC174,1,1
810,ACT4,SEC463,1,1
810,ACT4,SEC308,2,2
811,ACT3,SEC403,1,1
811,ACT2,SEC167,2,2
812,ACT4,SEC497,1,1
812,ACT5,SEC465,2,2
813,ACT3,SEC69,1,1
813,ACT1,SEC408,2,2
813,ACT5,SEC325,3,3
814,ACT2,SEC279,1,1
814,ACT2,SEC72,2,2
815,ACT1,SEC325,1,1
815,ACT4,SEC129,2,2
816,ACT1,SEC208,1,1
816,ACT3,SEC266,2,2
816,ACT5,SEC294,3,3
817,ACT1,SEC375,1,1
818,ACT3,SEC39,1,1
818,ACT4,SEC475,2,2
818,ACT5,SEC141,3,3
819,ACT4,SEC120,1,1
820,ACT3,SEC322,1,1
821,ACT2,SEC443,1,1
821,ACT2,SEC178,2,2
821,ACT5,SEC298,3,3
822,ACT1,SEC49,1,1
822,ACT5,SEC24,2,2
823,ACT3,SEC266,1,1
823,ACT2,SEC75,2,2
823,ACT2,SEC235,3,3
824,ACT3,SEC213,1,1
825,ACT4,SEC233,1,1
825,ACT3,SEC437,2,2
826,ACT5,SEC468,1,1
827,ACT4,SEC434,1,1
827,ACT3,SEC296,2,2
828,ACT2,SEC343,1,1
828,ACT5,SEC281,2,2
828,ACT4,SEC338,3,3
829,ACT1,SEC252,1,1
830,ACT3,SEC104,1,1
830,ACT4,SEC376,2,2
831,ACT1,SEC88,1,1
832,ACT4,SEC411,1,1
832,ACT5,SEC351,2,2
832,ACT1,SEC208,3,3
833,ACT4,SEC62,1,1
834,ACT5,SEC59,1,1
834,ACT5,SEC415,2,2
835,ACT1,SEC93,1,1
835,ACT1,SEC192,2,2
836,ACT3,SEC447,1,1
836,ACT4,SEC349,2,2
837,ACT4,SEC463,1,1
837,ACT1,SEC256,2,2
837,ACT2,SEC182,3,3
838,ACT3,SEC62,1,1
838,ACT2,SEC168,2,2
839,ACT4,SEC285,1,1
839,ACT4,SEC463,2,2
839,ACT2,SEC47,3,3
840,ACT5,SEC385,1,1
841,ACT1,SEC189,1,1
841,ACT5,SEC44,2,2
842,ACT4,SEC108,1,1
843,ACT1,SEC1,1,1
844,ACT3,SEC60,1,1
844,ACT3,SEC327,2,2
845,ACT5,SEC44,1,1
846,ACT4,SEC100,1,1
846,ACT2,SEC453,2,2
847,ACT2,SEC454,1,1
847,ACT3,SEC294,2,2
847,ACT4,SEC36,3,3
848,ACT5,SEC2,1,1
848,ACT3,SEC21,2,2
848,ACT4,SEC42,3,3
849,ACT2,SEC301,1,1
849,ACT2,SEC264,2,2
849,ACT1,SEC117,3,3
850,ACT1,SEC62,1,1
850,ACT1,SEC267,2,2
850,ACT2,SEC496,3,3
851,ACT1,SEC373,1,1
851,ACT2,SEC142,2,2
851,ACT5,SEC41,3,3
852,ACT1,SEC58,1,1
852,ACT3,SEC4,2,2
853,ACT3,SEC175,1,1
853,ACT2,SEC192,2,2
853,ACT4,SEC112,3,3
854,ACT4,SEC404,1,1
855,ACT5,SEC443,1,1
855,ACT1,SEC305,2,2
856,ACT3,SEC215,1,1
857,ACT2,SEC255,1,1
857,ACT1,SEC169,2,2
858,ACT5,SEC387,1,1
858,ACT5,SEC21,2,2
858,ACT2,SEC20,3,3
859,ACT1,SEC195,1,1
859,ACT3,SEC221,2,2
860,ACT5,SEC218,1,1
860,ACT2,SEC348,2,2
860,ACT1,SEC69,3,3
861,ACT4,SEC68,1,1
862,ACT2,SEC207,1,1
862,ACT3,SEC300,2,2
862,ACT5,SEC454,3,3
863,ACT1,SEC428,1,1
863,ACT3,SEC255,2,2
864,ACT5,SEC443,1,1
864,ACT2,SEC83,2,2
864,ACT1,SEC40,3,3
865,ACT3,SEC209,1,1
866,ACT4,SEC325,1,1
866,ACT2,SEC320,2,2
867,ACT2,SEC99,1,1
