ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
470,994,2,2025-08-12,1,28,14,26,3,645,True,False
471,18,3,2024-10-15,1,1,24,12,3,391,True,False
472,673,2,2026-03-22,1,31,19,34,4,1164,True,False
473,993,1,2024-12-23,1,7,11,8,9,919,True,False
474,61,3,2025-12-16,1,31,2,11,7,1455,True,False
475,154,3,2024-09-29,1,22,27,23,4,1043,True,False
476,113,1,2025-08-13,1,9,13,46,2,968,True,False
477,667,2,2024-10-05,1,17,15,2,4,1190,True,False
478,302,1,2025-01-09,1,4,7,38,2,186,True,False
479,268,1,2024-08-22,1,7,11,4,9,1146,True,False
480,825,2,2026-02-27,1,31,7,18,10,1183,True,False
481,330,3,2025-06-27,1,27,8,9,3,283,True,False
482,95,3,2025-05-20,1,10,23,23,6,1227,True,False
483,380,2,2024-12-20,1,15,12,33,5,855,True,False
484,107,1,2026-01-14,1,12,17,6,6,1328,True,False
485,220,3,2025-12-08,1,4,1,3,10,558,True,False
486,617,1,2024-07-16,1,11,6,38,3,1490,True,False
487,100,3,2025-05-14,1,10,9,22,4,1424,True,False
488,230,2,2025-03-09,1,26,15,10,8,1477,True,False
489,131,2,2025-05-12,1,10,22,32,10,1075,True,False
490,385,2,2025-03-04,1,29,10,7,10,1347,True,False
491,999,3,2024-12-06,1,4,9,14,9,1057,True,False
492,39,2,2025-02-21,1,17,1,5,6,650,True,False
493,581,1,2025-08-24,1,21,17,23,8,372,True,False
494,635,3,2026-05-16,1,5,16,22,8,610,True,False
495,465,1,2026-06-29,1,28,21,28,8,847,True,False
496,609,2,2025-08-05,1,16,5,3,3,465,True,False
497,235,2,2025-01-13,1,7,11,13,10,876,True,False
498,825,1,2025-08-29,1,12,20,20,9,644,True,False
499,161,2,2026-05-15,1,8,21,21,2,606,True,False
500,427,3,2025-06-06,1,7,19,5,9,729,True,False
501,71,3,2025-03-27,1,27,25,38,4,1254,True,False
502,978,2,2025-04-01,1,31,20,17,10,891,True,False
503,206,3,2025-05-05,1,31,24,47,2,808,True,False
504,208,3,2025-04-12,1,6,13,12,8,562,True,False
505,812,3,2026-03-14,1,11,8,13,3,1488,True,False
506,872,3,2025-04-13,1,21,22,35,6,1004,True,False
507,795,2,2025-04-01,1,27,25,37,7,1477,True,False
508,952,2,2024-08-09,1,26,17,44,8,15,True,False
509,770,3,2025-12-19,1,10,15,5,2,1348,True,False
510,533,2,2025-09-26,1,9,9,13,8,1151,True,False
511,182,1,2025-08-17,1,15,9,28,10,520,True,False
512,452,3,2025-04-25,1,5,10,24,4,162,True,False
513,540,2,2025-04-20,1,11,6,49,9,796,True,False
514,183,2,2024-11-11,1,29,18,31,10,1176,True,False
515,263,3,2025-01-25,1,15,27,4,8,854,True,False
516,350,2,2026-07-04,1,28,13,9,10,218,True,False
517,240,3,2026-05-23,1,9,27,47,8,889,True,False
518,664,1,2026-04-24,1,19,17,36,4,614,True,False
519,843,1,2026-01-29,1,3,18,22,6,784,True,False
520,954,3,2025-04-04,1,30,26,42,7,304,True,False
521,709,1,2025-05-24,1,21,21,9,9,630,True,False
522,966,1,2025-07-30,1,13,8,12,3,707,True,False
523,714,1,2025-07-17,1,12,26,26,5,80,True,False
524,101,1,2025-02-18,1,16,25,23,7,165,True,False
525,662,3,2024-10-04,1,11,11,25,7,989,True,False
526,983,1,2025-05-13,1,6,7,8,8,293,True,False
527,444,1,2024-09-15,1,9,4,29,6,32,True,False
528,214,1,2025-03-22,1,4,12,33,5,295,True,False
529,540,2,2024-08-22,1,16,14,29,7,578,True,False
530,600,1,2024-12-11,1,14,24,26,9,688,True,False
531,652,2,2025-10-01,1,24,5,40,1,1439,True,False
532,8,2,2024-12-30,1,29,18,23,4,806,True,False
533,752,3,2024-07-31,1,21,21,47,1,561,True,False
534,585,3,2025-06-21,1,5,18,33,4,855,True,False
535,808,3,2024-08-08,1,24,5,7,4,203,True,False
536,229,1,2025-09-06,1,15,14,13,7,4,True,False
537,901,3,2024-12-04,1,29,19,29,5,286,True,False
538,771,3,2025-02-02,1,30,19,41,4,1153,True,False
539,535,1,2026-04-28,1,30,25,19,9,1288,True,False
540,759,1,2025-08-29,1,5,24,16,10,806,True,False
541,776,3,2025-11-27,1,31,4,12,4,208,True,False
542,263,3,2024-11-03,1,10,27,3,6,361,True,False
543,575,2,2026-04-04,1,3,13,39,10,229,True,False
544,310,2,2025-12-10,1,27,11,29,9,1450,True,False
545,523,3,2025-06-12,1,17,25,30,1,153,True,False
546,367,2,2024-10-13,1,12,22,10,7,900,True,False
547,815,1,2026-01-12,1,25,13,36,10,1377,True,False
548,948,2,2026-01-12,1,4,22,18,9,1038,True,False
549,41,1,2024-08-21,1,12,1,1,1,393,True,False
550,259,1,2025-10-09,1,25,3,34,7,800,True,False
551,764,2,2024-10-07,1,28,18,25,4,52,True,False
552,594,1,2026-04-24,1,17,6,34,2,1134,True,False
553,219,3,2024-12-01,1,24,11,39,2,812,True,False
554,752,3,2025-08-24,1,28,8,24,3,531,True,False
555,828,1,2026-01-19,1,6,25,21,7,774,True,False
556,594,2,2025-05-31,1,28,19,47,10,674,True,False
557,982,3,2024-09-13,1,27,22,26,8,1104,True,False
558,50,3,2025-06-08,1,10,24,27,1,1437,True,False
559,991,1,2026-01-21,1,15,14,18,2,412,True,False
560,330,3,2024-08-19,1,9,4,11,6,752,True,False
561,891,1,2025-03-21,1,31,8,7,6,161,True,False
562,673,3,2024-11-20,1,14,23,46,4,341,True,False
563,340,3,2025-02-06,1,3,25,37,10,1130,True,False
564,669,2,2026-06-08,1,31,8,39,4,1271,True,False
565,925,1,2025-11-27,1,13,24,37,3,1313,True,False
566,302,2,2026-02-24,1,1,9,16,1,985,True,False
567,40,3,2024-10-30,1,28,13,16,5,794,True,False
568,641,3,2025-03-05,1,26,2,29,4,993,True,False
569,930,2,2026-03-11,1,23,25,2,1,1288,True,False
570,85,1,2024-11-25,1,29,20,30,6,988,True,False
571,135,2,2025-10-05,1,27,23,18,5,355,True,False
572,634,1,2025-10-26,1,18,8,42,3,879,True,False
573,315,3,2025-09-28,1,1,12,30,2,1381,True,False
574,509,1,2025-06-07,1,22,18,37,7,640,True,False
575,462,1,2025-07-22,1,15,20,13,8,327,True,False
576,871,1,2025-02-06,1,26,4,15,5,625,True,False
577,96,1,2025-05-17,1,11,9,6,6,701,True,False
578,993,2,2025-11-17,1,24,15,17,7,38,True,False
579,251,1,2025-10-20,1,4,7,10,8,152,True,False
580,259,2,2026-06-07,1,3,23,7,10,854,True,False
581,849,2,2026-05-29,1,18,6,28,8,214,True,False
582,936,2,2025-08-04,1,26,19,20,10,323,True,False
583,552,3,2025-03-24,1,1,25,18,4,400,True,False
584,768,2,2024-11-20,1,16,21,29,4,969,True,False
585,486,2,2026-02-15,1,23,20,24,1,1216,True,False
586,91,2,2024-08-01,1,19,27,1,1,736,True,False
587,479,2,2024-12-09,1,28,27,4,7,449,True,False
588,667,2,2025-10-19,1,24,4,3,3,598,True,False
589,448,2,2026-03-17,1,28,14,37,2,743,True,False
590,300,2,2024-12-15,1,2,24,9,8,702,True,False
591,946,1,2025-04-29,1,2,10,34,7,1432,True,False
592,709,3,2025-09-20,1,4,7,10,2,1131,True,False
593,236,1,2025-02-21,1,31,12,18,9,1306,True,False
594,489,2,2026-05-08,1,15,20,3,2,750,True,False
595,451,2,2025-11-01,1,20,15,35,8,1068,True,False
596,511,2,2025-02-08,1,28,10,10,6,781,True,False
597,838,2,2025-12-23,1,20,18,13,7,531,True,False
598,531,3,2025-10-04,1,29,12,8,1,20,True,False
599,250,3,2025-12-02,1,15,5,37,5,691,True,False
600,942,1,2024-07-29,1,2,2,18,6,243,True,False
601,824,1,2024-09-29,1,11,15,4,4,1381,True,False
602,677,1,2024-09-30,1,2,1,14,1,209,True,False
603,913,2,2026-01-12,1,7,5,43,3,311,True,False
604,99,1,2024-11-17,1,18,25,16,3,853,True,False
605,323,3,2025-03-14,1,3,22,17,9,863,True,False
606,681,1,2026-05-15,1,9,25,18,2,477,True,False
607,196,2,2025-11-10,1,22,23,15,2,1398,True,False
608,34,3,2024-10-27,1,8,22,11,4,1054,True,False
609,796,3,2025-05-13,1,13,12,4,1,202,True,False
610,207,1,2024-08-07,1,13,11,18,10,868,True,False
611,487,3,2024-12-03,1,13,15,3,9,830,True,False
612,996,1,2025-09-13,1,22,18,27,5,106,True,False
613,117,1,2025-10-01,1,21,24,15,6,612,True,False
614,219,3,2026-01-21,1,14,21,21,8,1202,True,False
615,699,1,2025-05-07,1,14,11,21,4,475,True,False
616,768,3,2025-12-06,1,14,1,26,10,1257,True,False
617,418,3,2024-08-09,1,30,8,44,9,471,True,False
618,284,1,2026-04-21,1,2,12,20,9,1011,True,False
619,806,2,2025-09-13,1,6,26,50,9,354,True,False
620,267,2,2026-06-22,1,21,21,30,3,1150,True,False
621,763,1,2024-10-04,1,8,4,28,5,986,True,False
622,19,1,2025-04-19,1,30,27,41,10,1333,True,False
623,594,2,2025-05-14,1,14,4,10,4,1024,True,False
624,417,2,2025-11-05,1,18,24,13,4,804,True,False
625,785,1,2024-12-04,1,21,23,9,4,1031,True,False
626,955,3,2026-03-24,1,26,13,9,5,1393,True,False
627,478,3,2026-03-06,1,20,19,45,2,1001,True,False
628,471,2,2024-10-12,1,20,14,25,1,1116,True,False
629,407,2,2025-04-18,1,5,18,13,3,303,True,False
630,182,1,2024-12-28,1,4,6,45,2,463,True,False
631,847,2,2024-08-19,1,3,10,25,7,1155,True,False
632,283,1,2026-04-26,1,30,2,50,7,623,True,False
633,888,2,2025-03-29,1,22,24,42,8,639,True,False
634,52,2,2025-09-26,1,1,5,8,6,676,True,False
635,981,3,2025-07-08,1,3,11,12,8,536,True,False
636,853,3,2025-07-31,1,29,11,33,6,912,True,False
637,4,2,2025-08-09,1,8,10,35,2,599,True,False
638,837,3,2026-05-16,1,31,22,7,9,1463,True,False
639,154,3,2025-06-05,1,27,7,39,2,789,True,False
640,369,1,2025-01-25,1,8,6,21,5,901,True,False
641,276,2,2025-09-28,1,8,9,9,10,801,True,False
642,96,1,2025-03-20,1,6,22,16,5,467,True,False
643,330,1,2026-05-23,1,19,3,19,4,883,True,False
644,244,3,2024-09-04,1,25,5,22,5,181,True,False
645,967,1,2025-04-14,1,26,19,27,6,1244,True,False
646,863,3,2026-05-20,1,8,1,15,2,1424,True,False
647,486,2,2026-03-13,1,3,11,1,9,50,True,False
648,510,2,2026-05-17,1,26,27,17,5,1170,True,False
649,509,2,2026-06-03,1,26,10,5,10,727,True,False
650,645,3,2026-04-19,1,15,20,26,2,97,True,False
651,790,3,2024-10-29,1,4,14,1,8,31,True,False
652,97,1,2026-02-17,1,7,16,12,9,375,True,False
653,359,2,2025-09-18,1,11,15,1,8,1264,True,False
654,258,1,2026-04-20,1,22,23,45,8,1256,True,False
655,224,1,2025-03-27,1,16,21,50,9,1300,True,False
656,424,1,2025-01-31,1,5,9,31,2,396,True,False
657,969,1,2025-02-11,1,19,2,25,10,593,True,False
658,125,3,2026-06-15,1,26,17,37,8,133,True,False
659,423,3,2026-01-04,1,28,12,32,7,1480,True,False
660,705,3,2025-01-05,1,23,3,5,5,478,True,False
661,332,3,2024-12-09,1,29,20,7,8,1340,True,False
662,339,2,2025-04-08,1,10,14,30,3,588,True,False
663,354,2,2025-03-22,1,17,20,33,9,1457,True,False
664,933,3,2025-09-02,1,24,11,8,4,1450,True,False
665,571,3,2024-11-30,1,24,5,45,8,159,True,False
666,373,1,2025-06-20,1,5,6,11,1,424,True,False
667,386,2,2025-09-29,1,3,17,12,7,877,True,False
668,636,2,2025-03-19,1,7,10,16,2,779,True,False
669,522,2,2025-11-11,1,12,5,28,7,533,True,False
670,810,3,2025-05-31,1,30,23,50,5,1052,True,False
671,276,1,2024-10-06,1,3,23,18,9,1437,True,False
672,522,2,2026-05-27,1,17,9,49,1,1388,True,False
673,39,3,2026-01-06,1,1,3,39,9,18,True,False
674,673,2,2024-07-24,1,21,6,31,6,161,True,False
675,126,1,2026-06-22,1,2,21,30,4,459,True,False
676,987,2,2026-01-07,1,21,13,46,4,425,True,False
677,769,1,2026-04-03,1,18,17,29,2,1098,True,False
678,756,1,2026-04-25,1,16,20,36,8,330,True,False
679,105,3,2026-06-11,1,31,20,8,1,409,True,False
680,780,1,2025-04-24,1,14,17,41,3,1360,True,False
681,791,2,2024-10-09,1,30,14,31,1,118,True,False
682,167,2,2025-12-28,1,26,26,37,5,595,True,False
683,358,2,2025-11-16,1,21,18,1,6,1446,True,False
684,455,3,2024-08-09,1,6,1,31,1,681,True,False
685,42,1,2026-07-01,1,27,17,14,8,195,True,False
686,495,2,2024-09-16,1,7,4,29,3,1333,True,False
687,688,3,2024-11-15,1,15,9,20,5,373,True,False
688,834,3,2024-08-31,1,8,23,20,8,816,True,False
689,782,3,2026-04-05,1,26,22,32,1,306,True,False
690,837,1,2025-07-21,1,25,14,11,9,537,True,False
691,520,1,2025-05-20,1,22,13,12,2,341,True,False
692,598,2,2025-02-26,1,13,20,7,6,109,True,False
693,951,2,2026-02-15,1,16,18,45,4,306,True,False
694,941,1,2025-07-24,1,27,5,48,7,1319,True,False
695,596,2,2025-11-30,1,2,18,3,8,313,True,False
696,32,1,2025-09-15,1,8,5,36,7,1126,True,False
697,177,3,2026-06-16,1,6,10,33,1,722,True,False
698,375,1,2025-09-14,1,20,20,35,8,132,True,False
699,654,1,2025-08-10,1,16,5,49,2,782,True,False
700,542,3,2025-05-19,1,25,17,16,2,890,True,False
